table_id,Facility,Unit_or_Service,Intervention_Name,Metric_Name,Metric_Definition,Submetric,Baseline_Value,Baseline_Period,Post_Value,Post_Period,Delta_Value,Delta_Percent,Target_Goal,Status_Flag,Sample_Size_Baseline,Sample_Size_Post,Cost_Savings_Estimate,Staff_Hours_Saved,Patient_Safety_Impact,Satisfaction_Score_Impact,Notes,Last_Updated
ED_Throughput,Main Hospital,Med-Surg,Cycle time optimization,Cycle Time,Total cycle time per patient visit in minutes,Cycle Time-Med-Surg,18.87,2024-07 to 2024-12,17.11231019,2025-01 to 2025-06,-1.76,-9.31,16.45,Yellow,353,474,24155.5,386,High,3,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,Radiology,Lean turnover project,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-Radiology,17.18,2024-07 to 2024-12,18.90313717,2025-01 to 2025-06,1.72,10.03,14.82,Red,903,435,6862.36,251,Low,6,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Community Campus,ED,Workflow redesign,Throughput,Number of patients processed per day,Throughput-ED,15.14,2024-07 to 2024-12,16.00616381,2025-01 to 2025-06,0.87,5.72,13.72,Yellow,667,916,7967.99,110,Moderate,10,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,OR,Lean turnover project,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-OR,17.92,2024-07 to 2024-12,14.4214081,2025-01 to 2025-06,-3.5,-19.52,16.75,Green,828,202,47144.44,260,Low,5,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,OR,Lean turnover project,Turnover Time,OR room turnover time in minutes,Turnover Time-OR,12.06,2024-07 to 2024-12,16.72765533,2025-01 to 2025-06,4.67,38.7,10.26,Red,839,319,10554.98,343,High,6,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,Ambulatory,Workflow redesign,Readmission,Percentage of patients readmitted within 30 days,Readmission-Ambulatory,16.42,2024-07 to 2024-12,18.31768494,2025-01 to 2025-06,1.9,11.56,14.89,Red,577,107,5426.12,357,Moderate,4,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,Radiology,Workflow redesign,Readmission,Percentage of patients readmitted within 30 days,Readmission-Radiology,9.63,2024-07 to 2024-12,5.543580427,2025-01 to 2025-06,-4.09,-42.43,8.18,Green,445,897,14470.12,252,Moderate,6,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Community Campus,ED,Cycle time optimization,LOS,Length of stay in days,LOS-ED,7.23,2024-07 to 2024-12,7.496277838,2025-01 to 2025-06,0.27,3.68,6.11,Yellow,265,260,17592.77,170,High,8,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,ICU,Lean turnover project,Turnover Time,OR room turnover time in minutes,Turnover Time-ICU,5.76,2024-07 to 2024-12,5.266528733,2025-01 to 2025-06,-0.49,-8.57,4.82,Yellow,416,522,17242.8,376,High,2,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,Radiology,Workflow redesign,Readmission,Percentage of patients readmitted within 30 days,Readmission-Radiology,11.46,2024-07 to 2024-12,13.80989127,2025-01 to 2025-06,2.35,20.51,10.43,Red,278,843,31549.21,287,High,1,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Main Hospital,Med-Surg,Cycle time optimization,Cycle Time,Total cycle time per patient visit in minutes,Cycle Time-Med-Surg,3.09,2024-07 to 2024-12,4.739257674,2025-01 to 2025-06,1.65,53.37,2.76,Yellow,953,417,43340.68,481,Low,6,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,Ambulatory,Workflow redesign,Wait Time,Average wait time before service,Wait Time-Ambulatory,13.86,2024-07 to 2024-12,17.28420019,2025-01 to 2025-06,3.42,24.71,12.47,Red,711,397,3540.97,210,Low,1,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,Med-Surg,Cycle time optimization,Readmission,Percentage of patients readmitted within 30 days,Readmission-Med-Surg,13.14,2024-07 to 2024-12,15.84759628,2025-01 to 2025-06,2.71,20.61,10.74,Red,881,311,2080.22,18,Low,3,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Main Hospital,ICU,Workflow redesign,Cycle Time,Total cycle time per patient visit in minutes,Cycle Time-ICU,7.05,2024-07 to 2024-12,4.677329635,2025-01 to 2025-06,-2.37,-33.65,6.38,Green,965,738,1490.12,488,Low,10,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Community Campus,Med-Surg,Workflow redesign,Wait Time,Average wait time before service,Wait Time-Med-Surg,11.48,2024-07 to 2024-12,12.64625013,2025-01 to 2025-06,1.17,10.16,9.78,Yellow,989,642,16513.45,368,High,8,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Main Hospital,OR,Cycle time optimization,Readmission,Percentage of patients readmitted within 30 days,Readmission-OR,13.23,2024-07 to 2024-12,8.817567737,2025-01 to 2025-06,-4.41,-33.35,10.72,Green,330,441,30919.18,455,Low,1,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,Med-Surg,Lean turnover project,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-Med-Surg,11.9,2024-07 to 2024-12,16.13544134,2025-01 to 2025-06,4.24,35.59,10.11,Red,466,495,28989.27,398,Low,2,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Community Campus,Ambulatory,Workflow redesign,Throughput,Number of patients processed per day,Throughput-Ambulatory,3.49,2024-07 to 2024-12,4.957560705,2025-01 to 2025-06,1.47,42.05,3.23,Yellow,627,896,1805.46,355,Moderate,5,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,OR,Lean turnover project,Readmission,Percentage of patients readmitted within 30 days,Readmission-OR,12.12,2024-07 to 2024-12,8.270791369,2025-01 to 2025-06,-3.85,-31.76,10.73,Green,453,186,37249.18,221,High,2,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Community Campus,ED,Lean turnover project,Throughput,Number of patients processed per day,Throughput-ED,3.45,2024-07 to 2024-12,1.509116641,2025-01 to 2025-06,-1.94,-56.26,3.06,Green,109,623,19369.05,409,Moderate,7,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,ICU,Triage automation,LOS,Length of stay in days,LOS-ICU,9.6,2024-07 to 2024-12,10.7604945,2025-01 to 2025-06,1.16,12.09,8.06,Yellow,129,959,15902.6,133,High,2,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,ICU,Workflow redesign,Wait Time,Average wait time before service,Wait Time-ICU,12.47,2024-07 to 2024-12,17.29917197,2025-01 to 2025-06,4.83,38.73,11.82,Red,623,180,37288.78,416,High,5,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,Ambulatory,Cycle time optimization,Wait Time,Average wait time before service,Wait Time-Ambulatory,14.94,2024-07 to 2024-12,18.23716135,2025-01 to 2025-06,3.3,22.07,12.37,Red,742,889,31753.97,300,High,9,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,Radiology,Cycle time optimization,Cost per Encounter,Average cost per encounter in USD,Cost per Encounter-Radiology,2.17,2024-07 to 2024-12,1.802403221,2025-01 to 2025-06,-0.37,-16.94,1.84,Green,442,438,29770,98,High,5,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,Ambulatory,Lean turnover project,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-Ambulatory,6.83,2024-07 to 2024-12,11.65643033,2025-01 to 2025-06,4.83,70.67,5.97,Red,763,462,8971.56,272,Low,4,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,OR,Lean turnover project,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-OR,13.64,2024-07 to 2024-12,11.91075336,2025-01 to 2025-06,-1.73,-12.68,11.03,Yellow,395,768,45388.77,93,Moderate,3,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,OR,Cycle time optimization,Wait Time,Average wait time before service,Wait Time-OR,5.33,2024-07 to 2024-12,3.195203751,2025-01 to 2025-06,-2.13,-40.05,4.9,Green,274,370,4897.76,273,High,7,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,OR,Lean turnover project,Turnover Time,OR room turnover time in minutes,Turnover Time-OR,2.48,2024-07 to 2024-12,0.038467057,2025-01 to 2025-06,-2.44,-98.45,2.28,Green,368,307,11155.5,324,Moderate,5,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Main Hospital,Med-Surg,Workflow redesign,No-Show,Percentage of patients missing appointments,No-Show-Med-Surg,14.45,2024-07 to 2024-12,10.36387563,2025-01 to 2025-06,-4.09,-28.28,13.66,Green,826,173,6822.11,82,Low,10,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Community Campus,Radiology,Workflow redesign,Turnover Time,OR room turnover time in minutes,Turnover Time-Radiology,16.69,2024-07 to 2024-12,20.95966958,2025-01 to 2025-06,4.27,25.58,13.81,Red,700,522,2217.55,378,High,1,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,OR,Cycle time optimization,Wait Time,Average wait time before service,Wait Time-OR,17.58,2024-07 to 2024-12,18.21183104,2025-01 to 2025-06,0.63,3.59,15.7,Yellow,423,376,27530.28,271,Moderate,9,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Community Campus,Ambulatory,Cycle time optimization,No-Show,Percentage of patients missing appointments,No-Show-Ambulatory,15.81,2024-07 to 2024-12,18.93808559,2025-01 to 2025-06,3.13,19.79,14.38,Red,937,350,31550.37,105,Moderate,1,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,Radiology,Lean turnover project,Wait Time,Average wait time before service,Wait Time-Radiology,4.89,2024-07 to 2024-12,5.177647839,2025-01 to 2025-06,0.29,5.88,4.09,Yellow,942,691,48659.12,371,Low,6,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,Radiology,Lean turnover project,Wait Time,Average wait time before service,Wait Time-Radiology,19.32,2024-07 to 2024-12,14.89745483,2025-01 to 2025-06,-4.42,-22.89,17.13,Green,434,755,29628.98,16,Low,1,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,ED,Lean turnover project,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-ED,19.75,2024-07 to 2024-12,21.61523894,2025-01 to 2025-06,1.87,9.44,18.17,Red,208,353,32697.13,362,High,3,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,ED,Triage automation,Cost per Encounter,Average cost per encounter in USD,Cost per Encounter-ED,13.3,2024-07 to 2024-12,10.45297056,2025-01 to 2025-06,-2.85,-21.41,11.47,Green,559,262,19319.02,376,Low,6,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,Ambulatory,Cycle time optimization,Cycle Time,Total cycle time per patient visit in minutes,Cycle Time-Ambulatory,17.15,2024-07 to 2024-12,15.17781062,2025-01 to 2025-06,-1.97,-11.5,14.19,Yellow,867,874,32039.11,118,High,5,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Community Campus,Med-Surg,Lean turnover project,No-Show,Percentage of patients missing appointments,No-Show-Med-Surg,13.47,2024-07 to 2024-12,13.03133355,2025-01 to 2025-06,-0.44,-3.26,10.84,Yellow,103,680,37499.24,352,High,9,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Main Hospital,ED,Workflow redesign,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-ED,2.33,2024-07 to 2024-12,0,2025-01 to 2025-06,-2.33,-100,1.95,Green,792,386,21577.71,398,High,10,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,OR,Cycle time optimization,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-OR,3.54,2024-07 to 2024-12,7.07236692,2025-01 to 2025-06,3.53,99.78,3.33,Red,153,801,10231.64,409,Moderate,4,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,Radiology,Workflow redesign,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-Radiology,12.91,2024-07 to 2024-12,9.319536869,2025-01 to 2025-06,-3.59,-27.81,11.91,Green,602,600,10748.25,497,Low,2,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Community Campus,OR,Cycle time optimization,Throughput,Number of patients processed per day,Throughput-OR,19.77,2024-07 to 2024-12,16.89408764,2025-01 to 2025-06,-2.88,-14.55,16.07,Yellow,203,955,44123.03,135,Low,8,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,Med-Surg,Triage automation,Turnover Time,OR room turnover time in minutes,Turnover Time-Med-Surg,4.17,2024-07 to 2024-12,5.257988427,2025-01 to 2025-06,1.09,26.09,3.55,Yellow,630,110,1197.39,83,Low,2,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Community Campus,Ambulatory,Lean turnover project,No-Show,Percentage of patients missing appointments,No-Show-Ambulatory,12.1,2024-07 to 2024-12,11.26248567,2025-01 to 2025-06,-0.84,-6.92,10.16,Yellow,628,370,49235.21,262,Low,4,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Community Campus,OR,Cycle time optimization,Cycle Time,Total cycle time per patient visit in minutes,Cycle Time-OR,4.5,2024-07 to 2024-12,3.85136981,2025-01 to 2025-06,-0.65,-14.41,4.16,Green,379,677,4254.75,278,High,10,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,ICU,Lean turnover project,Throughput,Number of patients processed per day,Throughput-ICU,17.06,2024-07 to 2024-12,19.86056181,2025-01 to 2025-06,2.8,16.42,14.09,Red,179,356,13349.97,271,Low,1,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,ED,Cycle time optimization,Wait Time,Average wait time before service,Wait Time-ED,14.21,2024-07 to 2024-12,9.229346269,2025-01 to 2025-06,-4.98,-35.05,12.13,Green,344,205,10545.13,426,High,3,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Community Campus,ED,Triage automation,No-Show,Percentage of patients missing appointments,No-Show-ED,19.49,2024-07 to 2024-12,16.49802063,2025-01 to 2025-06,-2.99,-15.35,18.48,Green,494,540,7121.92,395,Low,8,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,Ambulatory,Triage automation,Throughput,Number of patients processed per day,Throughput-Ambulatory,2.97,2024-07 to 2024-12,2.722177393,2025-01 to 2025-06,-0.25,-8.34,2.44,Yellow,538,311,47228.35,19,Moderate,5,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Community Campus,ED,Lean turnover project,Throughput,Number of patients processed per day,Throughput-ED,18.89,2024-07 to 2024-12,17.27675528,2025-01 to 2025-06,-1.61,-8.54,16.24,Yellow,276,651,7213.42,34,Moderate,4,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,Med-Surg,Cycle time optimization,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-Med-Surg,4.37,2024-07 to 2024-12,5.737564272,2025-01 to 2025-06,1.37,31.29,3.88,Yellow,482,110,33961.12,331,High,9,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,ICU,Triage automation,No-Show,Percentage of patients missing appointments,No-Show-ICU,6.33,2024-07 to 2024-12,4.878141102,2025-01 to 2025-06,-1.45,-22.94,5.89,Green,170,405,38235.66,463,Low,8,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,Radiology,Lean turnover project,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-Radiology,12.65,2024-07 to 2024-12,16.09670911,2025-01 to 2025-06,3.45,27.25,10.56,Red,163,457,6881.78,236,High,1,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Community Campus,ED,Cycle time optimization,Readmission,Percentage of patients readmitted within 30 days,Readmission-ED,16.65,2024-07 to 2024-12,11.70481363,2025-01 to 2025-06,-4.95,-29.7,13.39,Green,359,470,13792.62,360,Moderate,6,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,ICU,Cycle time optimization,Cost per Encounter,Average cost per encounter in USD,Cost per Encounter-ICU,2.58,2024-07 to 2024-12,4.770302851,2025-01 to 2025-06,2.19,84.9,2.23,Yellow,216,433,15848.04,448,Low,2,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,Radiology,Triage automation,No-Show,Percentage of patients missing appointments,No-Show-Radiology,19.09,2024-07 to 2024-12,19.85498496,2025-01 to 2025-06,0.76,4.01,15.29,Red,726,356,4317.54,364,Low,5,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,ICU,Triage automation,Readmission,Percentage of patients readmitted within 30 days,Readmission-ICU,15.3,2024-07 to 2024-12,14.23960282,2025-01 to 2025-06,-1.06,-6.93,12.92,Yellow,168,260,40714,149,Moderate,6,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,Ambulatory,Lean turnover project,Turnover Time,OR room turnover time in minutes,Turnover Time-Ambulatory,10.67,2024-07 to 2024-12,7.005018864,2025-01 to 2025-06,-3.66,-34.35,8.79,Green,317,727,11207.27,35,High,3,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Community Campus,ED,Lean turnover project,Readmission,Percentage of patients readmitted within 30 days,Readmission-ED,17.38,2024-07 to 2024-12,14.759096,2025-01 to 2025-06,-2.62,-15.08,14.92,Green,969,840,9905.8,386,Moderate,6,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,Med-Surg,Triage automation,Readmission,Percentage of patients readmitted within 30 days,Readmission-Med-Surg,14.99,2024-07 to 2024-12,12.66383052,2025-01 to 2025-06,-2.33,-15.52,12.85,Green,541,879,36623.67,490,Moderate,4,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Community Campus,Med-Surg,Workflow redesign,Wait Time,Average wait time before service,Wait Time-Med-Surg,8.76,2024-07 to 2024-12,10.9500599,2025-01 to 2025-06,2.19,25,7.81,Red,481,962,27186.04,206,Low,8,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Community Campus,Med-Surg,Workflow redesign,LOS,Length of stay in days,LOS-Med-Surg,10.53,2024-07 to 2024-12,7.298001443,2025-01 to 2025-06,-3.23,-30.69,8.87,Green,368,946,48688.85,307,High,2,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,Radiology,Triage automation,Throughput,Number of patients processed per day,Throughput-Radiology,2.07,2024-07 to 2024-12,4.430178536,2025-01 to 2025-06,2.36,114.02,1.76,Yellow,176,129,11707.73,248,Low,3,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,Radiology,Cycle time optimization,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-Radiology,7.61,2024-07 to 2024-12,11.8144409,2025-01 to 2025-06,4.2,55.25,6.73,Red,256,516,17900.38,14,High,5,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,Radiology,Triage automation,No-Show,Percentage of patients missing appointments,No-Show-Radiology,19.63,2024-07 to 2024-12,19.53634296,2025-01 to 2025-06,-0.09,-0.48,18.53,Yellow,408,792,28035.77,499,Low,10,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,ED,Cycle time optimization,No-Show,Percentage of patients missing appointments,No-Show-ED,8.46,2024-07 to 2024-12,11.34599271,2025-01 to 2025-06,2.89,34.11,7.73,Red,540,523,16298.01,24,Moderate,2,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,OR,Cycle time optimization,Readmission,Percentage of patients readmitted within 30 days,Readmission-OR,2.66,2024-07 to 2024-12,0,2025-01 to 2025-06,-2.66,-100,2.31,Green,521,830,11034.27,320,Moderate,7,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,Med-Surg,Triage automation,LOS,Length of stay in days,LOS-Med-Surg,6.06,2024-07 to 2024-12,10.06174925,2025-01 to 2025-06,4,66.04,5,Red,651,616,31198.39,500,Moderate,5,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,Med-Surg,Triage automation,LOS,Length of stay in days,LOS-Med-Surg,5.55,2024-07 to 2024-12,5.777798424,2025-01 to 2025-06,0.23,4.1,4.7,Yellow,251,972,18258.46,210,High,1,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Community Campus,ED,Triage automation,Throughput,Number of patients processed per day,Throughput-ED,14.32,2024-07 to 2024-12,17.46097429,2025-01 to 2025-06,3.14,21.93,12.34,Red,741,972,48536.24,269,Moderate,3,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Community Campus,OR,Workflow redesign,Cycle Time,Total cycle time per patient visit in minutes,Cycle Time-OR,9.32,2024-07 to 2024-12,11.51114304,2025-01 to 2025-06,2.19,23.51,8.78,Yellow,594,140,23728.04,420,Moderate,2,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Community Campus,ED,Workflow redesign,Throughput,Number of patients processed per day,Throughput-ED,10.89,2024-07 to 2024-12,6.380171036,2025-01 to 2025-06,-4.51,-41.41,10.29,Green,766,333,44956.88,193,High,2,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,Ambulatory,Workflow redesign,No-Show,Percentage of patients missing appointments,No-Show-Ambulatory,3.81,2024-07 to 2024-12,3.512297347,2025-01 to 2025-06,-0.3,-7.81,3.45,Yellow,118,756,26830.44,173,Low,4,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Main Hospital,ED,Lean turnover project,Wait Time,Average wait time before service,Wait Time-ED,10.65,2024-07 to 2024-12,7.852397029,2025-01 to 2025-06,-2.8,-26.27,8.79,Green,703,378,38778.24,203,High,9,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,Ambulatory,Workflow redesign,Wait Time,Average wait time before service,Wait Time-Ambulatory,17.42,2024-07 to 2024-12,20.61539795,2025-01 to 2025-06,3.2,18.34,14.02,Red,454,201,37559.24,497,Low,2,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Community Campus,OR,Workflow redesign,Throughput,Number of patients processed per day,Throughput-OR,19,2024-07 to 2024-12,20.72296985,2025-01 to 2025-06,1.72,9.07,16.73,Red,138,208,13656.4,275,Low,10,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Community Campus,OR,Cycle time optimization,Wait Time,Average wait time before service,Wait Time-OR,15.9,2024-07 to 2024-12,20.4232814,2025-01 to 2025-06,4.52,28.45,14.92,Red,783,201,17124.1,465,Low,3,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,ICU,Cycle time optimization,Cost per Encounter,Average cost per encounter in USD,Cost per Encounter-ICU,16.17,2024-07 to 2024-12,20.8542181,2025-01 to 2025-06,4.68,28.97,13.03,Red,629,118,2141.7,47,Low,9,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Community Campus,OR,Lean turnover project,Throughput,Number of patients processed per day,Throughput-OR,7.71,2024-07 to 2024-12,5.245583378,2025-01 to 2025-06,-2.46,-31.96,6.54,Green,204,635,18886.82,349,Moderate,8,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,Med-Surg,Workflow redesign,Wait Time,Average wait time before service,Wait Time-Med-Surg,10.02,2024-07 to 2024-12,6.939957706,2025-01 to 2025-06,-3.08,-30.74,9.47,Green,832,383,44036.08,73,Moderate,3,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Main Hospital,Med-Surg,Cycle time optimization,No-Show,Percentage of patients missing appointments,No-Show-Med-Surg,16.4,2024-07 to 2024-12,18.0018528,2025-01 to 2025-06,1.6,9.77,15.45,Yellow,307,287,25177.01,435,Low,8,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,OR,Cycle time optimization,Readmission,Percentage of patients readmitted within 30 days,Readmission-OR,16.75,2024-07 to 2024-12,19.63007652,2025-01 to 2025-06,2.88,17.19,14.83,Red,315,749,12265.57,35,Moderate,1,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,Med-Surg,Lean turnover project,Cycle Time,Total cycle time per patient visit in minutes,Cycle Time-Med-Surg,6.25,2024-07 to 2024-12,4.547252616,2025-01 to 2025-06,-1.7,-27.24,5.44,Green,672,311,35732.83,426,Moderate,10,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Community Campus,Ambulatory,Triage automation,Throughput,Number of patients processed per day,Throughput-Ambulatory,5.39,2024-07 to 2024-12,2.810838297,2025-01 to 2025-06,-2.58,-47.85,5,Green,885,581,6131.4,108,Moderate,5,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Community Campus,ED,Triage automation,No-Show,Percentage of patients missing appointments,No-Show-ED,2.52,2024-07 to 2024-12,4.438000352,2025-01 to 2025-06,1.92,76.11,2.32,Yellow,179,252,20353.08,199,Low,8,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,Radiology,Lean turnover project,Wait Time,Average wait time before service,Wait Time-Radiology,11.02,2024-07 to 2024-12,11.0014009,2025-01 to 2025-06,-0.02,-0.17,9.71,Yellow,163,665,7597.54,266,High,7,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,ED,Workflow redesign,Cost per Encounter,Average cost per encounter in USD,Cost per Encounter-ED,16.62,2024-07 to 2024-12,17.45007481,2025-01 to 2025-06,0.83,4.99,14.86,Yellow,426,754,37293.59,340,Low,8,Monitored for trend post intervention.,8/19/2025
ED_Throughput,Main Hospital,ED,Cycle time optimization,Wait Time,Average wait time before service,Wait Time-ED,5.23,2024-07 to 2024-12,0.356962286,2025-01 to 2025-06,-4.87,-93.17,4.33,Green,955,265,42650.13,383,Low,9,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Community Campus,OR,Triage automation,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-OR,4.23,2024-07 to 2024-12,2.655038461,2025-01 to 2025-06,-1.57,-37.23,3.66,Green,394,784,31727.85,72,Low,2,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,Med-Surg,Lean turnover project,Cycle Time,Total cycle time per patient visit in minutes,Cycle Time-Med-Surg,10.57,2024-07 to 2024-12,8.336657189,2025-01 to 2025-06,-2.23,-21.13,9.85,Green,716,165,20726.19,395,High,7,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Community Campus,Med-Surg,Triage automation,Turnover Time,OR room turnover time in minutes,Turnover Time-Med-Surg,9.64,2024-07 to 2024-12,8.411006198,2025-01 to 2025-06,-1.23,-12.75,7.89,Yellow,377,363,16851.18,460,Moderate,6,Monitored for trend post intervention.,8/19/2025
OR_Turnover,Main Hospital,ED,Lean turnover project,Cost per Encounter,Average cost per encounter in USD,Cost per Encounter-ED,16.28,2024-07 to 2024-12,17.60634496,2025-01 to 2025-06,1.33,8.15,13.16,Red,871,613,13052.46,130,Low,2,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Community Campus,OR,Cycle time optimization,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-OR,4.09,2024-07 to 2024-12,0,2025-01 to 2025-06,-4.09,-100,3.54,Green,486,240,38906.6,235,High,4,Monitored for trend post intervention.,8/19/2025
Inpatient_LOS,Main Hospital,ED,Workflow redesign,Door-to-Doc,Time from arrival to physician encounter,Door-to-Doc-ED,9.46,2024-07 to 2024-12,10.77419982,2025-01 to 2025-06,1.31,13.89,8.5,Yellow,935,405,34731.8,140,Moderate,2,Monitored for trend post intervention.,8/19/2025
Clinic_CycleTime,Community Campus,Med-Surg,Triage automation,Turnover Time,OR room turnover time in minutes,Turnover Time-Med-Surg,8.01,2024-07 to 2024-12,11.33196834,2025-01 to 2025-06,3.32,41.47,6.99,Red,542,290,36051.34,89,Low,3,Monitored for trend post intervention.,8/19/2025
