table_id,Incident_ID,Date_Reported,Reported_By,Department,Regulatory_Domain,Incident_Type,Severity_Level+H1:R5,Description,Root_Cause,Immediate_Action_Taken,Corrective_Action_Required,Responsible_Owner,Due_Date,Resolution_Status,Resolution_Date,Audit_Reference,External_Reporting_Required,External_Report_Date,Financial_Impact,Patient_Impact,Patient_Notification_Status,Recurring_Incident_Flag,Review_Committee_Notes,Follow_Up_Audit_Scheduled,Last_Updated
Incidents_2025_H2,RCIT-2025-0596,11/7/2025,Doctor,Administration,OSHA,EMTALA violation,Moderate,Incident related to Title VI in Med-Surg,Documentation error,Immediate mitigation,Technical fix,Dept Head,12/8/2025,Closed,12/25/2025,POL-375,No,,73341.23,No,Completed,Yes,Reviewed in committee meeting.,6/6/2026,2025-08-18T21:30:25.437687
Incidents_2025_H2,RCIT-2025-0597,8/15/2025,Compliance Officer,Administration,EMTALA,Billing error,High,Incident related to CMS in Med-Surg,Staff non-adherence,Technical fix,Immediate mitigation,Legal Counsel,9/30/2025,Closed,10/7/2025,POL-986,Yes,10/5/2025,62145.97,Yes,Not Needed,No,Reviewed in committee meeting.,3/29/2026,2025-08-18T21:30:25.437716
Incidents_2025_H2,RCIT-2025-0598,7/18/2025,Admin Staff,Med-Surg,Joint Commission,Data breach,Critical,Incident related to Title VI in ICU,Staff non-adherence,Immediate mitigation,Policy updated,Legal Counsel,8/19/2025,In-Progress,,POL-817,Yes,8/24/2025,35983.97,No,Not Needed,Yes,Reviewed in committee meeting.,2/15/2026,2025-08-18T21:30:25.437739
Incidents_2025_H2,RCIT-2025-0599,11/16/2025,Nurse,Administration,OSHA,Billing error,Moderate,Incident related to Title VI in Radiology,Documentation error,Policy updated,Technical fix,Legal Counsel,12/31/2025,In-Progress,,POL-565,Yes,,78354.86,No,Pending,Yes,,6/29/2026,2025-08-18T21:30:25.437759
Incidents_2025_H2,RCIT-2025-0600,11/11/2025,Doctor,Med-Surg,Title VI,Billing error,Moderate,Incident related to CMS in ICU,Staff non-adherence,Policy updated,Immediate mitigation,Dept Head,11/24/2025,In-Progress,,POL-492,No,,8686.03,No,Not Needed,Yes,,5/23/2026,2025-08-18T21:30:25.437785
Incidents_2025_H2,RCIT-2025-0601,10/30/2025,Nurse,Finance,Title VI,EMTALA violation,High,Incident related to CMS in Finance,System failure,Immediate mitigation,Staff retraining,Risk Manager,1/8/2026,Closed,1/10/2026,POL-937,No,,23332.73,No,Pending,Yes,Reviewed in committee meeting.,7/7/2026,2025-08-18T21:30:25.437806
Incidents_2025_H2,RCIT-2025-0602,12/5/2025,Doctor,Radiology,CMS,Safety lapse,High,Incident related to OSHA in ED,Documentation error,Policy updated,Policy updated,Risk Manager,2/16/2026,Closed,2/23/2026,POL-386,Yes,2/21/2026,0,No,Completed,No,,8/15/2026,2025-08-18T21:30:25.437838
Incidents_2025_H2,RCIT-2025-0603,7/10/2025,Compliance Officer,ED,HIPAA,EMTALA violation,High,Incident related to CMS in Radiology,Documentation error,Immediate mitigation,Policy updated,Compliance Officer,9/21/2025,Closed,10/16/2025,POL-253,Yes,,0,Yes,Not Needed,No,Reviewed in committee meeting.,3/20/2026,2025-08-18T21:30:25.437872
Incidents_2025_H2,RCIT-2025-0604,11/9/2025,Compliance Officer,Finance,CMS,Privacy issue,Critical,Incident related to HIPAA in Radiology,Staff non-adherence,Immediate mitigation,Immediate mitigation,Risk Manager,12/6/2025,In-Progress,,POL-456,Yes,,0,Yes,Pending,No,,6/4/2026,2025-08-18T21:30:25.437902
Incidents_2025_H2,RCIT-2025-0605,7/23/2025,Compliance Officer,Administration,HIPAA,Billing error,Moderate,Incident related to Joint Commission in Finance,System failure,Staff retraining,Staff retraining,Legal Counsel,8/4/2025,Open,,POL-492,Yes,,85190.19,No,Pending,No,,1/31/2026,2025-08-18T21:30:25.437948
Incidents_2025_H2,RCIT-2025-0606,7/16/2025,Admin Staff,Finance,Joint Commission,Billing error,High,Incident related to OSHA in Med-Surg,System failure,Technical fix,Technical fix,Dept Head,8/1/2025,Open,,POL-595,No,,68108.11,Yes,Completed,No,Reviewed in committee meeting.,1/28/2026,2025-08-18T21:30:25.437970
Incidents_2025_H2,RCIT-2025-0607,9/15/2025,Nurse,ICU,CMS,Billing error,Critical,Incident related to CMS in Radiology,Training gap,Technical fix,Technical fix,Legal Counsel,9/27/2025,Closed,9/30/2025,POL-226,No,,63488.66,Yes,Completed,Yes,,3/26/2026,2025-08-18T21:30:25.437997
Incidents_2025_H2,RCIT-2025-0608,12/12/2025,Nurse,Radiology,OSHA,Data breach,Critical,Incident related to Title VI in ED,System failure,Policy updated,Policy updated,Dept Head,2/18/2026,Closed,3/15/2026,POL-797,Yes,2/23/2026,57320.49,No,Not Needed,No,,8/17/2026,2025-08-18T21:30:25.438020
Incidents_2025_H2,RCIT-2025-0609,9/19/2025,Doctor,Radiology,Joint Commission,EMTALA violation,Moderate,Incident related to Joint Commission in ICU,System failure,Policy updated,Immediate mitigation,Risk Manager,10/8/2025,Open,,POL-913,Yes,,56191.36,No,Completed,No,,4/6/2026,2025-08-18T21:30:25.438041
Incidents_2025_H2,RCIT-2025-0610,8/2/2025,Compliance Officer,Finance,CMS,Safety lapse,Critical,Incident related to HIPAA in Administration,System failure,Policy updated,Technical fix,Dept Head,10/21/2025,Closed,11/8/2025,POL-457,Yes,,0,No,Completed,Yes,Reviewed in committee meeting.,4/19/2026,2025-08-18T21:30:25.438066
Incidents_2025_H2,RCIT-2025-0611,12/7/2025,Doctor,ICU,HIPAA,EMTALA violation,Critical,Incident related to CMS in ICU,Staff non-adherence,Policy updated,Technical fix,Legal Counsel,2/7/2026,Closed,2/25/2026,POL-399,No,,97617.59,Yes,Completed,Yes,,8/6/2026,2025-08-18T21:30:25.438088
Incidents_2025_H2,RCIT-2025-0612,8/9/2025,Doctor,Administration,Joint Commission,Privacy issue,Low,Incident related to Joint Commission in Med-Surg,Documentation error,Technical fix,Staff retraining,Legal Counsel,10/24/2025,Closed,11/11/2025,POL-831,Yes,,89386.27,No,Pending,Yes,Reviewed in committee meeting.,4/22/2026,2025-08-18T21:30:25.438111
Incidents_2025_H2,RCIT-2025-0613,8/9/2025,Doctor,Administration,EMTALA,Privacy issue,Critical,Incident related to HIPAA in Administration,System failure,Policy updated,Technical fix,Legal Counsel,10/22/2025,Closed,11/9/2025,POL-441,No,,28569.55,Yes,Not Needed,Yes,Reviewed in committee meeting.,4/20/2026,2025-08-18T21:30:25.438135
Incidents_2025_H2,RCIT-2025-0614,8/7/2025,Nurse,Finance,OSHA,Privacy issue,Low,Incident related to HIPAA in Administration,System failure,Policy updated,Staff retraining,Dept Head,9/11/2025,Open,,POL-863,No,,20372.16,Yes,Completed,Yes,Reviewed in committee meeting.,3/10/2026,2025-08-18T21:30:25.438155
Incidents_2025_H2,RCIT-2025-0615,10/17/2025,Admin Staff,Administration,EMTALA,EMTALA violation,Low,Incident related to HIPAA in ICU,Staff non-adherence,Technical fix,Staff retraining,Legal Counsel,1/8/2026,Closed,2/3/2026,POL-536,Yes,,38878.99,No,Pending,Yes,,7/7/2026,2025-08-18T21:30:25.438182
Incidents_2025_H2,RCIT-2025-0616,7/9/2025,Doctor,Med-Surg,OSHA,Privacy issue,Critical,Incident related to CMS in Finance,Training gap,Immediate mitigation,Staff retraining,Risk Manager,8/10/2025,In-Progress,,POL-560,Yes,,81036.48,Yes,Completed,No,Reviewed in committee meeting.,2/6/2026,2025-08-18T21:30:25.438240
Incidents_2025_H2,RCIT-2025-0617,8/30/2025,Doctor,Finance,CMS,Data breach,Moderate,Incident related to OSHA in Radiology,Training gap,Policy updated,Policy updated,Dept Head,10/22/2025,Closed,11/21/2025,POL-800,No,10/27/2025,0,Yes,Not Needed,Yes,,4/20/2026,2025-08-18T21:30:25.438269
Incidents_2025_H2,RCIT-2025-0618,7/15/2025,Compliance Officer,ICU,CMS,Safety lapse,High,Incident related to Title VI in ED,Training gap,Staff retraining,Technical fix,Risk Manager,8/10/2025,In-Progress,,POL-585,Yes,,14635.53,Yes,Pending,Yes,Reviewed in committee meeting.,2/6/2026,2025-08-18T21:30:25.438290
Incidents_2025_H2,RCIT-2025-0619,9/4/2025,Admin Staff,Finance,CMS,Safety lapse,Low,Incident related to CMS in ED,Staff non-adherence,Technical fix,Immediate mitigation,Compliance Officer,10/5/2025,Closed,10/31/2025,POL-934,No,,0,Yes,Not Needed,Yes,,4/3/2026,2025-08-18T21:30:25.438312
Incidents_2025_H2,RCIT-2025-0620,8/24/2025,Doctor,Radiology,CMS,Safety lapse,Moderate,Incident related to Joint Commission in Finance,Documentation error,Policy updated,Staff retraining,Compliance Officer,10/1/2025,In-Progress,,POL-497,No,,78104.73,No,Pending,No,Reviewed in committee meeting.,3/30/2026,2025-08-18T21:30:25.438332
Incidents_2025_H2,RCIT-2025-0621,11/9/2025,Nurse,ICU,Joint Commission,Privacy issue,Critical,Incident related to Title VI in ICU,Staff non-adherence,Staff retraining,Policy updated,Legal Counsel,1/28/2026,Closed,2/4/2026,POL-490,Yes,,75016.7,Yes,Not Needed,No,Reviewed in committee meeting.,7/27/2026,2025-08-18T21:30:25.438359
Incidents_2025_H2,RCIT-2025-0622,12/12/2025,Nurse,Med-Surg,OSHA,Safety lapse,Critical,Incident related to OSHA in Med-Surg,Training gap,Immediate mitigation,Staff retraining,Compliance Officer,1/7/2026,Closed,1/7/2026,POL-560,Yes,,0,No,Completed,Yes,Reviewed in committee meeting.,7/6/2026,2025-08-18T21:30:25.438380
Incidents_2025_H2,RCIT-2025-0623,12/22/2025,Doctor,ED,Joint Commission,Safety lapse,Low,Incident related to Title VI in Finance,Staff non-adherence,Staff retraining,Immediate mitigation,Dept Head,3/7/2026,In-Progress,,POL-804,No,,58391,No,Completed,No,,9/3/2026,2025-08-18T21:30:25.438403
Incidents_2025_H2,RCIT-2025-0624,10/17/2025,Doctor,Finance,OSHA,Safety lapse,Moderate,Incident related to Title VI in Med-Surg,Training gap,Immediate mitigation,Staff retraining,Compliance Officer,11/16/2025,Open,,POL-904,Yes,11/21/2025,51016.49,No,Pending,No,Reviewed in committee meeting.,5/15/2026,2025-08-18T21:30:25.438427
Incidents_2025_H2,RCIT-2025-0625,9/25/2025,Admin Staff,Finance,Title VI,Privacy issue,Critical,Incident related to EMTALA in Finance,System failure,Policy updated,Policy updated,Compliance Officer,10/28/2025,Closed,11/1/2025,POL-463,Yes,,0,Yes,Not Needed,No,Reviewed in committee meeting.,4/26/2026,2025-08-18T21:30:25.438447
Incidents_2025_H2,RCIT-2025-0626,10/20/2025,Compliance Officer,Administration,HIPAA,Privacy issue,Low,Incident related to EMTALA in Administration,Training gap,Policy updated,Technical fix,Legal Counsel,12/25/2025,Closed,1/19/2026,POL-430,Yes,,46901.63,Yes,Not Needed,No,Reviewed in committee meeting.,6/23/2026,2025-08-18T21:30:25.438476
Incidents_2025_H2,RCIT-2025-0627,7/6/2025,Admin Staff,Finance,Title VI,Safety lapse,High,Incident related to Title VI in Administration,Training gap,Immediate mitigation,Staff retraining,Dept Head,9/17/2025,Closed,9/23/2025,POL-536,Yes,,62034.89,No,Not Needed,No,Reviewed in committee meeting.,3/16/2026,2025-08-18T21:30:25.438512
Incidents_2025_H2,RCIT-2025-0628,11/3/2025,Nurse,Radiology,EMTALA,EMTALA violation,Low,Incident related to Joint Commission in ICU,Training gap,Staff retraining,Policy updated,Risk Manager,12/13/2025,Escalated,1/7/2026,POL-621,Yes,,38586.08,No,Completed,No,Reviewed in committee meeting.,6/11/2026,2025-08-18T21:30:25.438535
Incidents_2025_H2,RCIT-2025-0629,12/1/2025,Nurse,Radiology,CMS,Data breach,Moderate,Incident related to OSHA in Administration,Documentation error,Technical fix,Technical fix,Risk Manager,1/15/2026,Closed,1/31/2026,POL-723,No,,0,No,Completed,No,Reviewed in committee meeting.,7/14/2026,2025-08-18T21:30:25.438556
Incidents_2025_H2,RCIT-2025-0630,9/17/2025,Compliance Officer,Finance,Joint Commission,Data breach,Moderate,Incident related to Title VI in ICU,Documentation error,Policy updated,Policy updated,Risk Manager,11/13/2025,Closed,11/23/2025,POL-556,No,,0,Yes,Pending,No,,5/12/2026,2025-08-18T21:30:25.438577
Incidents_2025_H2,RCIT-2025-0631,10/15/2025,Nurse,ICU,EMTALA,Billing error,High,Incident related to Joint Commission in Med-Surg,Training gap,Policy updated,Policy updated,Legal Counsel,12/25/2025,Escalated,1/14/2026,POL-442,Yes,,54489.73,No,Pending,Yes,,6/23/2026,2025-08-18T21:30:25.438598
Incidents_2025_H2,RCIT-2025-0632,12/22/2025,Admin Staff,Administration,EMTALA,Safety lapse,Low,Incident related to CMS in Med-Surg,Training gap,Immediate mitigation,Technical fix,Compliance Officer,1/21/2026,Closed,1/21/2026,POL-784,No,,0,No,Pending,No,,7/20/2026,2025-08-18T21:30:25.438624
Incidents_2025_H2,RCIT-2025-0633,10/1/2025,Doctor,ED,Joint Commission,Safety lapse,High,Incident related to Joint Commission in ICU,System failure,Immediate mitigation,Immediate mitigation,Compliance Officer,11/29/2025,Open,,POL-419,Yes,,26397.59,Yes,Completed,Yes,Reviewed in committee meeting.,5/28/2026,2025-08-18T21:30:25.438645
Incidents_2025_H2,RCIT-2025-0634,8/3/2025,Nurse,ICU,Title VI,EMTALA violation,Moderate,Incident related to CMS in Finance,Training gap,Staff retraining,Staff retraining,Risk Manager,9/27/2025,Closed,10/2/2025,POL-170,Yes,,0,No,Not Needed,No,Reviewed in committee meeting.,3/26/2026,2025-08-18T21:30:25.438668
Incidents_2025_H2,RCIT-2025-0635,9/15/2025,Compliance Officer,Med-Surg,EMTALA,Privacy issue,Critical,Incident related to OSHA in Radiology,System failure,Staff retraining,Technical fix,Dept Head,11/5/2025,Closed,11/15/2025,POL-645,Yes,,13759.18,No,Not Needed,Yes,,5/4/2026,2025-08-18T21:30:25.438690
Incidents_2025_H2,RCIT-2025-0636,8/5/2025,Admin Staff,Administration,EMTALA,EMTALA violation,Low,Incident related to EMTALA in ED,Training gap,Immediate mitigation,Technical fix,Compliance Officer,11/3/2025,Closed,11/5/2025,POL-691,Yes,,78275.26,Yes,Pending,Yes,Reviewed in committee meeting.,5/2/2026,2025-08-18T21:30:25.438712
Incidents_2025_H2,RCIT-2025-0637,10/20/2025,Nurse,ED,HIPAA,Data breach,Critical,Incident related to CMS in Administration,System failure,Policy updated,Technical fix,Risk Manager,11/14/2025,In-Progress,,POL-893,Yes,,45357.15,No,Completed,Yes,Reviewed in committee meeting.,5/13/2026,2025-08-18T21:30:25.438739
Incidents_2025_H2,RCIT-2025-0638,7/26/2025,Doctor,Med-Surg,EMTALA,EMTALA violation,High,Incident related to EMTALA in Finance,Documentation error,Technical fix,Policy updated,Legal Counsel,10/12/2025,Closed,11/9/2025,POL-576,Yes,10/17/2025,17646.35,No,Not Needed,No,Reviewed in committee meeting.,4/10/2026,2025-08-18T21:30:25.438764
Incidents_2025_H2,RCIT-2025-0639,11/17/2025,Doctor,Radiology,Title VI,Data breach,Moderate,Incident related to OSHA in Administration,Documentation error,Staff retraining,Immediate mitigation,Dept Head,2/5/2026,Closed,2/12/2026,POL-328,Yes,,86956.76,No,Pending,Yes,Reviewed in committee meeting.,8/4/2026,2025-08-18T21:30:25.438786
Incidents_2025_H2,RCIT-2025-0640,9/23/2025,Admin Staff,ED,CMS,Data breach,Moderate,Incident related to OSHA in ED,Documentation error,Policy updated,Technical fix,Compliance Officer,10/11/2025,Closed,10/13/2025,POL-793,Yes,,0,No,Pending,No,Reviewed in committee meeting.,4/9/2026,2025-08-18T21:30:25.438808
Incidents_2025_H2,RCIT-2025-0641,8/12/2025,Nurse,ICU,HIPAA,Privacy issue,Low,Incident related to EMTALA in Med-Surg,Staff non-adherence,Technical fix,Policy updated,Compliance Officer,9/17/2025,Closed,9/22/2025,POL-850,No,,0,No,Pending,Yes,,3/16/2026,2025-08-18T21:30:25.438828
Incidents_2025_H2,RCIT-2025-0642,9/6/2025,Doctor,Administration,HIPAA,Privacy issue,High,Incident related to CMS in Finance,System failure,Staff retraining,Policy updated,Risk Manager,10/23/2025,Closed,10/29/2025,POL-270,Yes,10/28/2025,0,Yes,Completed,No,Reviewed in committee meeting.,4/21/2026,2025-08-18T21:30:25.438856
Incidents_2025_H2,RCIT-2025-0643,12/6/2025,Compliance Officer,Finance,HIPAA,Safety lapse,High,Incident related to Joint Commission in Administration,Staff non-adherence,Policy updated,Staff retraining,Risk Manager,1/11/2026,Closed,1/24/2026,POL-185,No,,0,Yes,Completed,No,,7/10/2026,2025-08-18T21:30:25.438877
Incidents_2025_H2,RCIT-2025-0644,9/21/2025,Doctor,Med-Surg,EMTALA,Billing error,Moderate,Incident related to Title VI in ED,Training gap,Staff retraining,Immediate mitigation,Compliance Officer,10/11/2025,Escalated,10/24/2025,POL-897,Yes,,21922.15,No,Not Needed,No,Reviewed in committee meeting.,4/9/2026,2025-08-18T21:30:25.438900
Incidents_2025_H2,RCIT-2025-0645,11/9/2025,Compliance Officer,Administration,EMTALA,Data breach,High,Incident related to Joint Commission in Radiology,System failure,Technical fix,Staff retraining,Legal Counsel,12/19/2025,Closed,1/1/2026,POL-917,Yes,,13855.64,Yes,Completed,No,,6/17/2026,2025-08-18T21:30:25.438923
Incidents_2025_H2,RCIT-2025-0646,10/12/2025,Doctor,Med-Surg,Title VI,Billing error,High,Incident related to CMS in Administration,Staff non-adherence,Staff retraining,Policy updated,Legal Counsel,10/30/2025,In-Progress,,POL-879,No,11/4/2025,82780.11,Yes,Not Needed,No,Reviewed in committee meeting.,4/28/2026,2025-08-18T21:30:25.438945
Incidents_2025_H2,RCIT-2025-0647,11/20/2025,Nurse,Administration,EMTALA,Privacy issue,High,Incident related to OSHA in Radiology,Training gap,Immediate mitigation,Policy updated,Legal Counsel,1/16/2026,Closed,1/16/2026,POL-477,Yes,,68398.83,Yes,Not Needed,No,,7/15/2026,2025-08-18T21:30:25.438970
Incidents_2025_H2,RCIT-2025-0648,8/15/2025,Compliance Officer,Administration,CMS,Data breach,Critical,Incident related to Title VI in ED,System failure,Technical fix,Policy updated,Legal Counsel,11/10/2025,Closed,12/10/2025,POL-163,Yes,11/15/2025,98401.13,No,Pending,Yes,,5/9/2026,2025-08-18T21:30:25.439000
Incidents_2025_H2,RCIT-2025-0649,11/9/2025,Admin Staff,ED,Joint Commission,Safety lapse,Moderate,Incident related to Joint Commission in ICU,System failure,Policy updated,Policy updated,Risk Manager,1/28/2026,Closed,2/4/2026,POL-807,Yes,,0,Yes,Pending,No,Reviewed in committee meeting.,7/27/2026,2025-08-18T21:30:25.439021
Incidents_2025_H2,RCIT-2025-0650,11/1/2025,Compliance Officer,ED,Joint Commission,EMTALA violation,High,Incident related to Joint Commission in Finance,Training gap,Technical fix,Policy updated,Dept Head,12/14/2025,Open,,POL-112,Yes,,0,No,Completed,No,Reviewed in committee meeting.,6/12/2026,2025-08-18T21:30:25.439040
Incidents_2025_H2,RCIT-2025-0651,9/25/2025,Nurse,Finance,HIPAA,Privacy issue,High,Incident related to Title VI in ED,Training gap,Immediate mitigation,Technical fix,Risk Manager,11/13/2025,Open,,POL-886,Yes,11/18/2025,6063.6,Yes,Completed,Yes,,5/12/2026,2025-08-18T21:30:25.439077
Incidents_2025_H2,RCIT-2025-0652,10/9/2025,Compliance Officer,ICU,Title VI,Safety lapse,Low,Incident related to EMTALA in Administration,Staff non-adherence,Immediate mitigation,Policy updated,Risk Manager,12/19/2025,Escalated,1/6/2026,POL-309,Yes,,0,Yes,Pending,No,,6/17/2026,2025-08-18T21:30:25.439099
Incidents_2025_H2,RCIT-2025-0653,12/13/2025,Admin Staff,ICU,EMTALA,Data breach,Moderate,Incident related to HIPAA in Finance,Staff non-adherence,Immediate mitigation,Technical fix,Legal Counsel,12/29/2025,In-Progress,,POL-177,Yes,1/3/2026,0,No,Not Needed,No,Reviewed in committee meeting.,6/27/2026,2025-08-18T21:30:25.439125
Incidents_2025_H2,RCIT-2025-0654,9/27/2025,Admin Staff,Radiology,HIPAA,Data breach,Moderate,Incident related to HIPAA in Finance,Documentation error,Immediate mitigation,Staff retraining,Compliance Officer,11/18/2025,Closed,12/2/2025,POL-449,Yes,11/23/2025,76846,Yes,Pending,Yes,,5/17/2026,2025-08-18T21:30:25.439150
Incidents_2025_H2,RCIT-2025-0655,7/14/2025,Compliance Officer,Med-Surg,HIPAA,EMTALA violation,Moderate,Incident related to Joint Commission in Finance,Staff non-adherence,Immediate mitigation,Policy updated,Risk Manager,8/22/2025,Closed,9/9/2025,POL-422,Yes,,0,No,Pending,Yes,,2/18/2026,2025-08-18T21:30:25.439174
Incidents_2025_H2,RCIT-2025-0656,12/29/2025,Nurse,Administration,OSHA,Safety lapse,High,Incident related to OSHA in ICU,Staff non-adherence,Policy updated,Technical fix,Risk Manager,2/28/2026,Open,,POL-918,No,3/5/2026,33515.71,No,Completed,Yes,Reviewed in committee meeting.,8/27/2026,2025-08-18T21:30:25.439197
Incidents_2025_H2,RCIT-2025-0657,11/17/2025,Compliance Officer,ED,CMS,EMTALA violation,Moderate,Incident related to EMTALA in Administration,Staff non-adherence,Technical fix,Technical fix,Legal Counsel,12/11/2025,Open,,POL-279,Yes,,81011.67,No,Pending,Yes,Reviewed in committee meeting.,6/9/2026,2025-08-18T21:30:25.439230
Incidents_2025_H2,RCIT-2025-0658,8/4/2025,Admin Staff,Med-Surg,Joint Commission,EMTALA violation,Critical,Incident related to Title VI in ICU,Training gap,Policy updated,Immediate mitigation,Dept Head,8/29/2025,Closed,9/13/2025,POL-912,No,9/3/2025,8539.53,Yes,Not Needed,Yes,,2/25/2026,2025-08-18T21:30:25.439260
Incidents_2025_H2,RCIT-2025-0659,12/13/2025,Doctor,Finance,CMS,Safety lapse,High,Incident related to EMTALA in Finance,System failure,Technical fix,Staff retraining,Compliance Officer,2/25/2026,In-Progress,,POL-235,Yes,,0,Yes,Completed,Yes,,8/24/2026,2025-08-18T21:30:25.439280
Incidents_2025_H2,RCIT-2025-0660,12/15/2025,Doctor,Med-Surg,EMTALA,Billing error,Low,Incident related to HIPAA in ICU,Documentation error,Staff retraining,Staff retraining,Risk Manager,1/1/2026,Closed,1/22/2026,POL-742,No,,1337.29,No,Pending,Yes,,6/30/2026,2025-08-18T21:30:25.439303
Incidents_2025_H2,RCIT-2025-0661,10/14/2025,Compliance Officer,ICU,HIPAA,Privacy issue,Moderate,Incident related to Joint Commission in ICU,Training gap,Immediate mitigation,Immediate mitigation,Dept Head,1/6/2026,In-Progress,,POL-340,Yes,,65602.66,Yes,Completed,No,,7/5/2026,2025-08-18T21:30:25.439324
Incidents_2025_H2,RCIT-2025-0662,8/4/2025,Doctor,ED,Title VI,Data breach,Critical,Incident related to HIPAA in ICU,Training gap,Immediate mitigation,Policy updated,Risk Manager,10/5/2025,Closed,10/27/2025,POL-435,No,,34008.67,Yes,Not Needed,Yes,Reviewed in committee meeting.,4/3/2026,2025-08-18T21:30:25.439345
Incidents_2025_H2,RCIT-2025-0663,8/20/2025,Doctor,Finance,CMS,Privacy issue,Moderate,Incident related to EMTALA in ED,Training gap,Policy updated,Staff retraining,Dept Head,10/6/2025,Closed,10/16/2025,POL-195,Yes,,0,Yes,Completed,No,Reviewed in committee meeting.,4/4/2026,2025-08-18T21:30:25.439367
Incidents_2025_H2,RCIT-2025-0664,8/1/2025,Doctor,Administration,CMS,Privacy issue,Low,Incident related to EMTALA in Med-Surg,Staff non-adherence,Staff retraining,Technical fix,Legal Counsel,9/10/2025,Closed,10/2/2025,POL-776,No,,0,No,Pending,Yes,,3/9/2026,2025-08-18T21:30:25.439394
Incidents_2025_H2,RCIT-2025-0665,11/16/2025,Nurse,Administration,CMS,Data breach,Low,Incident related to HIPAA in Administration,Training gap,Immediate mitigation,Immediate mitigation,Compliance Officer,1/9/2026,Open,,POL-338,No,1/14/2026,0,No,Pending,Yes,Reviewed in committee meeting.,7/8/2026,2025-08-18T21:30:25.439415
Incidents_2025_H2,RCIT-2025-0666,9/16/2025,Compliance Officer,ICU,EMTALA,Safety lapse,Critical,Incident related to CMS in Med-Surg,Staff non-adherence,Staff retraining,Policy updated,Dept Head,11/13/2025,Closed,12/8/2025,POL-397,Yes,,68944.22,No,Pending,Yes,Reviewed in committee meeting.,5/12/2026,2025-08-18T21:30:25.439438
Incidents_2025_H2,RCIT-2025-0667,8/4/2025,Doctor,ICU,EMTALA,Safety lapse,Moderate,Incident related to CMS in Finance,Training gap,Technical fix,Immediate mitigation,Compliance Officer,10/20/2025,In-Progress,,POL-862,No,,51714.76,Yes,Pending,Yes,Reviewed in committee meeting.,4/18/2026,2025-08-18T21:30:25.439462
Incidents_2025_H2,RCIT-2025-0668,8/4/2025,Doctor,Administration,OSHA,Privacy issue,High,Incident related to OSHA in Med-Surg,Staff non-adherence,Immediate mitigation,Policy updated,Risk Manager,10/6/2025,Escalated,11/2/2025,POL-243,Yes,,48122.92,Yes,Completed,Yes,Reviewed in committee meeting.,4/4/2026,2025-08-18T21:30:25.439483
Incidents_2025_H2,RCIT-2025-0669,9/5/2025,Doctor,ICU,OSHA,Privacy issue,Low,Incident related to CMS in Radiology,System failure,Policy updated,Immediate mitigation,Compliance Officer,10/31/2025,Escalated,11/3/2025,POL-256,Yes,,0,No,Pending,No,,4/29/2026,2025-08-18T21:30:25.439508
Incidents_2025_H2,RCIT-2025-0670,9/29/2025,Nurse,Radiology,HIPAA,Safety lapse,Moderate,Incident related to Title VI in Administration,System failure,Policy updated,Technical fix,Risk Manager,12/7/2025,Closed,1/5/2026,POL-115,Yes,,1912.14,No,Not Needed,No,,6/5/2026,2025-08-18T21:30:25.439530
Incidents_2025_H2,RCIT-2025-0671,11/22/2025,Compliance Officer,ED,HIPAA,Safety lapse,Critical,Incident related to EMTALA in ICU,System failure,Policy updated,Immediate mitigation,Compliance Officer,1/18/2026,In-Progress,,POL-633,No,,72059.46,Yes,Not Needed,Yes,,7/17/2026,2025-08-18T21:30:25.439552
Incidents_2025_H2,RCIT-2025-0672,9/15/2025,Doctor,Radiology,OSHA,Privacy issue,Moderate,Incident related to Title VI in Radiology,Training gap,Immediate mitigation,Staff retraining,Legal Counsel,10/26/2025,Closed,10/29/2025,POL-304,Yes,,0,No,Pending,No,Reviewed in committee meeting.,4/24/2026,2025-08-18T21:30:25.439573
Incidents_2025_H2,RCIT-2025-0673,10/5/2025,Compliance Officer,ICU,Title VI,Safety lapse,High,Incident related to OSHA in Radiology,Staff non-adherence,Policy updated,Technical fix,Risk Manager,11/6/2025,Closed,11/30/2025,POL-417,No,,74127.51,No,Completed,Yes,,5/5/2026,2025-08-18T21:30:25.439596
Incidents_2025_H2,RCIT-2025-0674,10/21/2025,Doctor,Radiology,CMS,Privacy issue,Critical,Incident related to HIPAA in Med-Surg,Training gap,Technical fix,Technical fix,Dept Head,11/5/2025,Closed,11/5/2025,POL-992,No,,0,No,Not Needed,No,Reviewed in committee meeting.,5/4/2026,2025-08-18T21:30:25.439621
Incidents_2025_H2,RCIT-2025-0675,8/28/2025,Compliance Officer,Radiology,HIPAA,EMTALA violation,High,Incident related to OSHA in Med-Surg,Documentation error,Immediate mitigation,Policy updated,Risk Manager,9/27/2025,Closed,10/17/2025,POL-197,No,,22296.23,No,Completed,No,,3/26/2026,2025-08-18T21:30:25.439648
Incidents_2025_H2,RCIT-2025-0676,12/23/2025,Nurse,Radiology,OSHA,Data breach,High,Incident related to Joint Commission in Administration,System failure,Immediate mitigation,Immediate mitigation,Risk Manager,1/16/2026,Closed,1/16/2026,POL-649,Yes,,0,Yes,Completed,No,Reviewed in committee meeting.,7/15/2026,2025-08-18T21:30:25.439668
